"genet","tank","date","avg_size","sd_size","avg_biomass_g","sd_biomass_g","n_polyps_sampler","samplers"
"A",2,2023-12-08,4.8047619047619,1.18712136820847,0.0255101746031746,0.0126654676840898,21,3
"A",2,2023-12-15,4.64558823529412,0.919025087525535,0.0223896448529412,0.00785004395260997,11.3333333333333,3
"A",2,2023-12-22,4.26212121212121,0.97187608445888,0.0189437901515152,0.00769528770301066,11,3
"A",2,2023-12-29,4.35161290322581,1.26293204722042,0.0211675080645161,0.0091830592527159,10.3333333333333,3
"A",2,2024-01-05,3.99393939393939,1.18644637959539,0.0180935803030303,0.00781215420568418,11,3
"A",2,2024-01-12,4.47,1.14627602171062,0.0217437875,0.0102665849506661,10,2
"A",2,2024-01-19,4.38181818181818,0.9640690719423,0.019760925,0.00629365110193258,11,2
"A",2,2024-01-26,4.10454545454545,1.048798769236,0.0176797340909091,0.00553515592945364,11,2
"A",2,2024-02-02,3.97727272727273,0.98426306664183,0.0165836295454546,0.00434146273357289,11,2
"A",2,2024-02-09,3.87045454545455,0.839595568601971,0.0157188375,0.00378317814264319,11,2
"A",3,2023-10-06,6.60462962962963,2.02218463614609,0.0659781847222222,0.060790335534768,18,3
"A",3,2023-10-13,6.06326530612245,1.54735476010813,0.0480400816326531,0.0286797893045205,16.3333333333333,3
"A",3,2023-10-20,5.75961538461539,1.9708811902722,0.0482467230769231,0.0493529370554634,17.3333333333333,3
"A",3,2023-10-27,5.64901960784314,1.64333307146486,0.0420557441176471,0.0365236211986865,17,3
"A",3,2023-11-03,5.35576923076923,1.62706638881367,0.0368124182692308,0.0293875688630577,17.3333333333333,3
"A",3,2023-11-10,5.04910714285714,1.65594726902349,0.0321095808035714,0.0335813908707178,18.6666666666667,3
"A",3,2023-11-17,5.09722222222222,1.21551176355971,0.029900999537037,0.0184240227446451,18,3
"A",3,2023-11-24,4.79416666666667,1.31477037860586,0.0255147854166667,0.0181202787932256,20,3
"A",3,2023-12-01,4.69298245614035,1.00377334978699,0.0232516956140351,0.0125618716031427,19,3
"A",3,2023-12-08,4.71666666666667,1.06687175388284,0.0244224635964912,0.014863397667146,19,3
"A",3,2023-12-15,4.49259259259259,1.16535715666297,0.0228956481481482,0.016923121362159,9,3
"A",3,2023-12-22,4.65,1.3265128584512,0.0247715875,0.0172538568164047,9.33333333333333,3
"A",3,2023-12-29,4.33703703703704,1.04453588073821,0.0198651018518519,0.0109328892099203,9,3
"A",3,2024-01-05,4.13703703703704,0.983121001841967,0.0178523722222222,0.00820993966439442,9,3
"A",3,2024-01-12,4.18148148148148,0.819819141139615,0.0175078518518519,0.00683787220839654,9,3
"A",3,2024-01-19,4.43913043478261,1.06175499598428,0.021067747826087,0.00935852862554912,7.66666666666667,3
"A",3,2024-01-26,4.12407407407407,0.926738078481518,0.0171835157407407,0.00615842576874494,9,3
"A",3,2024-02-02,4.24814814814815,0.926902071060438,0.0183907018518519,0.00666989795813035,9,3
"A",3,2024-02-09,4.28703703703704,0.852088731382798,0.0182827398148148,0.00543821898578203,9,3
"A",4,2023-10-06,7.13541666666667,2.32145310173307,0.084031796875,0.074465616214864,12,2
"A",4,2023-10-13,6.572,3.00550786906646,0.078234954,0.0782052544645055,12.5,2
"A",4,2023-10-20,5.6265625,2.26591319321953,0.04836902109375,0.0562279517738111,16,2
"A",4,2023-10-27,5.70972222222222,1.93129597604946,0.0461706215277778,0.0455395552116223,18,2
"A",4,2023-11-03,5.51527777777778,1.7556074926451,0.0410745923611111,0.0364938359031298,18,2
"A",4,2023-11-10,5.01805555555556,1.66567047692969,0.0320234993055556,0.0285840788891127,18,2
"A",4,2023-11-17,4.83378378378378,1.61306965318761,0.0301086236486487,0.0278897973063789,18.5,2
"A",4,2023-11-24,4.68815789473684,1.72888920834646,0.0294602296052632,0.025121949419407,19,2
"A",4,2023-12-01,4.475,1.24365997798637,0.0229770111111111,0.0136497443677482,18,2
"A",4,2023-12-08,4.40394736842105,1.20459573185072,0.0217524519736842,0.0132856894669481,19,2
"A",4,2023-12-15,4.63636363636364,1.18460883723345,0.0234147818181818,0.0128202175874861,11,2
"A",4,2023-12-22,4.5625,1.12677755549819,0.0233405395833333,0.0125353086265073,12,2
"A",4,2023-12-29,4.236,1.11680301736333,0.019971022,0.00695201058758259,12.5,2
"A",4,2024-01-05,4.16,1.0950724512421,0.019175518,0.00721709257812126,12.5,2
"A",4,2024-01-12,4.426,1.05285035857477,0.021562931,0.0081491134741739,12.5,2
"A",4,2024-01-19,4.05652173913044,0.917642431914655,0.0178486826086957,0.00709485981097661,11.5,2
"A",4,2024-01-26,4.27708333333333,0.976803206150604,0.0196714197916667,0.00877891711691121,12,2
"A",4,2024-02-02,4.35,1.06911178087233,0.021011672826087,0.00908817710601412,11.5,2
"A",4,2024-02-09,4.18260869565217,0.941465606340829,0.0187336217391304,0.009237176895971,11.5,2
"A",5,2023-10-06,6.08636363636364,1.73775997340213,0.0518220318181818,0.0372686195321101,11,2
"A",5,2023-10-13,6.07826086956522,1.78287072423204,0.0517255239130435,0.0366772285126264,11.5,2
"A",5,2023-10-20,5.16551724137931,1.57597663667538,0.0327789310344828,0.0232701635814682,14.5,2
"A",5,2023-10-27,4.75714285714286,1.33466289817311,0.0256830585714286,0.0141303011607421,17.5,2
"A",5,2023-11-03,4.66617647058824,1.1707390565547,0.0241757772058824,0.0130981167903168,17,2
"A",5,2023-11-10,4.45735294117647,1.2756404509659,0.0225228595588235,0.0140596787565555,17,2
"A",5,2023-11-17,4.22424242424242,0.942020840217064,0.0182450757575758,0.00784472896369576,16.5,2
"A",5,2023-11-24,4.23235294117647,1.12772934940685,0.0189085647058824,0.00858559551540667,17,2
"A",5,2023-12-01,4.19852941176471,1.17008644240677,0.0192986022058824,0.00974834377338166,17,2
"A",5,2023-12-08,4.03676470588235,1.0279532499627,0.0176106154411765,0.00783327182582803,17,2
"A",5,2023-12-15,3.71666666666667,0.846352206080653,0.0150638125,0.00480446443567244,12,2
"A",5,2023-12-22,3.70416666666667,0.678533566906192,0.0142576541666667,0.0033846266173049,12,2
"A",5,2023-12-29,3.80416666666667,0.815790527278396,0.0149773916666667,0.00430170170461307,12,2
"A",5,2024-01-05,3.7304347826087,0.917937195919293,0.0150272913043478,0.00401365332763885,11.5,2
"A",5,2024-01-12,3.7375,0.789458473164399,0.0145054270833333,0.00340473910838067,12,2
"A",5,2024-01-19,3.58541666666667,0.698018344980329,0.013734621875,0.00322374421620865,12,2
"A",5,2024-01-26,3.625,0.705148241544423,0.01408141875,0.00333491455041963,12,2
"A",5,2024-02-02,3.68333333333333,0.809605455087725,0.01477245,0.00366993418041618,12,2
"A",5,2024-02-09,3.73333333333333,0.81562750502319,0.0149029375,0.00497797491354034,12,2
"A",6,2023-10-06,6.83333333333333,2.11007351919554,0.0694905803030303,0.051135548694566,16.5,2
"A",6,2023-10-13,6.68461538461538,1.73886639614904,0.0644364243589744,0.0395465487033213,19.5,2
"A",6,2023-10-20,5.95116279069767,1.89611020938357,0.048169638372093,0.0326391079794524,21.5,2
"A",6,2023-10-27,5.56979166666667,1.75470014182461,0.0411241130208333,0.0307035240382773,24,2
"A",6,2023-11-03,5.47127659574468,1.8747112947868,0.0401023388297872,0.0293688090596864,23.5,2
"A",6,2023-11-10,5.22037037037037,1.54216495834267,0.0334787416666667,0.025528425019959,27,2
"A",6,2023-11-17,5.25344827586207,1.43880572664988,0.0337004706896552,0.0231264057166831,29,2
"A",6,2023-11-24,4.80583333333333,1.49088523888266,0.0281767570833333,0.0236478616403166,30,2
"A",6,2023-12-01,4.71111111111111,1.64857379439185,0.0284824833333333,0.0243249996251579,31.5,2
"A",6,2023-12-08,4.51847826086957,1.32531807070348,0.0230588918478261,0.0113152207785637,23,2
"A",6,2023-12-15,4.22127659574468,1.20463909202175,0.0196402521276596,0.00869294014997857,23.5,2
"A",6,2023-12-22,4.02,1.17825414418233,0.018227053,0.00700017066180562,25,2
"A",6,2023-12-29,3.85,1.18491867149797,0.0178837813829787,0.00889922903257646,23.5,2
"A",6,2024-01-05,4.04891304347826,1.14829013498929,0.0184586222826087,0.00758729943720504,23,2
"A",6,2024-01-12,3.82127659574468,1.13543817892302,0.0174345308510638,0.00664560811532129,23.5,2
"A",6,2024-01-19,3.76931818181818,0.978898977393216,0.0163337369318182,0.00564268935392237,22,2
"A",6,2024-01-26,3.8297619047619,1.00454146608564,0.0165142398809524,0.00658334104248585,21,2
"A",6,2024-02-02,4.08375,1.12850789243635,0.018858168125,0.00894734510509028,20,2
"A",6,2024-02-09,3.82738095238095,1.07270081283165,0.0167707886904762,0.00606563679878146,21,2
"A",7,2023-10-06,6.34803921568627,1.89427121711529,0.0555407495098039,0.0337957944015603,17,3
"A",7,2023-10-13,6.0719696969697,1.70313202250959,0.0480627223484849,0.0248952290990996,22,3
"A",7,2023-10-20,5.4463768115942,1.41834484704948,0.0353555507246377,0.0172204126475429,23,3
"A",7,2023-10-27,5.20211267605634,1.34915094444692,0.0317646897887324,0.0164651097308687,23.6666666666667,3
"A",7,2023-11-03,4.94788732394366,1.29191255823916,0.0276728556338028,0.0139574966859091,23.6666666666667,3
"A",7,2023-11-10,4.62307692307692,1.1192074473366,0.0230903557692308,0.0105059152354146,26,3
"A",7,2023-11-17,4.311875,1.06045984300036,0.0202774140625,0.00823628025144805,26.6666666666667,3
"A",7,2023-11-24,4.31089743589744,1.08690586101238,0.0203731496794872,0.0121136222805439,26,3
"A",7,2023-12-01,4.30059523809524,1.0239349380417,0.0196866127976191,0.00831656771340129,28,3
"A",7,2023-12-08,3.87222222222222,1.1846781091175,0.017318775,0.00947416141313931,21,3
"A",7,2023-12-15,4.07888888888889,1.1806962756699,0.0192825805555556,0.0112637975530088,15,3
"A",7,2023-12-22,3.92888888888889,1.1515738565399,0.0180363811111111,0.00845508856558796,15,3
"A",7,2023-12-29,4,1.05489762003905,0.0180173066666667,0.0083771949301369,15,3
"A",7,2024-01-05,3.87777777777778,1.13748962487208,0.0177755122222222,0.00863725549691702,15,3
"A",7,2024-01-12,3.78666666666667,0.976372557370657,0.0160889411111111,0.00616704956559399,15,3
"A",7,2024-01-19,3.83444444444444,1.08194177407885,0.0169391694444444,0.00693801286300837,15,3
"A",7,2024-01-26,3.75555555555556,0.910255071192526,0.0158716922222222,0.00530850577664265,15,3
"A",7,2024-02-02,3.71444444444444,1.01788071431003,0.0165303405555556,0.00673019803400614,15,3
"A",7,2024-02-09,3.74891304347826,1.03907128495239,0.0167395309782609,0.00593772027482907,15.3333333333333,3
"A",8,2023-10-06,6.86190476190476,1.72159205685339,0.068263080952381,0.0375594503160439,10.5,2
"A",8,2023-10-13,6.625,2.06227513280946,0.0655667083333333,0.0504700454454329,12,2
"A",8,2023-10-20,5.74038461538461,1.70135581636421,0.0418266298076923,0.0240921616590314,13,2
"A",8,2023-10-27,5.35882352941176,1.38383366420404,0.0340442911764706,0.0167840554752166,17,2
"A",8,2023-11-03,5.5,1.54172730303484,0.03586745,0.0172548530645989,16.5,2
"A",8,2023-11-10,5.04411764705882,1.33320199821413,0.0295632279411765,0.0181422750193329,17,2
"A",8,2023-11-17,5.15151515151515,1.31748506624056,0.0295840651515152,0.0140874106783617,16.5,2
"A",8,2023-11-24,4.73333333333333,1.35209800461524,0.0249295861111111,0.0122443370279087,18,2
"A",8,2023-12-01,4.80151515151515,1.24127631886172,0.0254928356060606,0.0123931576373237,16.5,2
"A",8,2023-12-08,4.6984375,1.28847050800552,0.02428076953125,0.011554377865836,16,2
"A",8,2023-12-15,4.10625,0.911906015247822,0.017120425,0.0053061756468446,8,2
"A",8,2023-12-22,4.021875,0.740851460885901,0.0157932484375,0.00373451174870367,8,2
"A",8,2023-12-29,4.284375,0.861772133268081,0.0181975953125,0.00611240408788568,8,2
"A",8,2024-01-05,4.25,0.794268260076857,0.017958305,0.00616895961852709,7.5,2
"A",8,2024-01-12,3.93125,0.962335029850529,0.016284275,0.00542263618574951,8,2
"A",8,2024-01-19,4.0125,0.759350316537635,0.016117409375,0.00332454917517492,8,2
"A",8,2024-01-26,3.56875,0.56536456979032,0.01340350625,0.00211043926366645,8,2
"A",8,2024-02-02,3.77941176470588,0.653558748264573,0.014756525,0.00253984958559004,8.5,2
"A",8,2024-02-09,3.68125,0.745497236099677,0.014136571875,0.00244519169543131,8,2
"A",9,2023-10-06,6.524,1.71566135281734,0.056964422,0.0253643912378297,12.5,2
"A",9,2023-10-13,5.66724137931034,1.79613502511174,0.0418452801724138,0.0218927108440662,14.5,2
"A",9,2023-10-20,5.51428571428571,1.62988327205339,0.0377783696428571,0.0211844226446409,14,2
"A",9,2023-10-27,4.93870967741935,1.58314429183106,0.0304509306451613,0.0177334949414304,15.5,2
"A",9,2023-11-03,5.21935483870968,1.47713043805948,0.0334446548387097,0.0214181064643032,15.5,2
"A",9,2023-11-10,4.65454545454545,1.66087852732145,0.0266287454545455,0.020258347086382,16.5,2
"A",9,2023-11-17,4.53428571428571,1.33654168857548,0.0237515071428571,0.0115504962891713,17.5,2
"A",9,2023-11-24,4.4,1.30683820228692,0.02116298,0.0100403118612817,17.5,2
"A",9,2023-12-01,4.41527777777778,1.21280256538227,0.0216102895833333,0.0113364859961894,18,2
"A",9,2023-12-08,4.22916666666667,1.33495690158073,0.0204790791666667,0.0100273792102403,12,2
"A",9,2023-12-15,4.158,1.18150543885368,0.018670033,0.00727764301242067,12.5,2
"A",9,2023-12-22,3.98913043478261,1.10839789503581,0.0180525315217391,0.0112706201396677,11.5,2
"A",9,2023-12-29,3.89791666666667,0.932507391638797,0.0164748989583333,0.00591565256315487,12,2
"A",9,2024-01-05,3.71458333333333,1.15297756678244,0.016490221875,0.00661707513465169,12,2
"A",9,2024-01-12,3.89375,1.05657138192665,0.0166787572916667,0.00681590165653037,12,2
"A",9,2024-01-19,3.51875,0.963958207357516,0.014748990625,0.00518285797868494,12,2
"A",9,2024-01-26,3.65208333333333,0.948680961849602,0.015014065625,0.00562393252798588,12,2
"A",9,2024-02-02,3.57916666666667,0.795454729667474,0.0142808666666667,0.0035936000098202,12,2
"A",9,2024-02-09,3.686,0.891000355024094,0.014897287,0.0038719105037054,12.5,2
"A",10,2023-10-06,5.99,1.88693142537868,0.049353769,0.0302917881320876,12.5,2
"A",10,2023-10-13,6.4703125,2.12555723319493,0.05799319609375,0.0284649833859148,16,2
"A",10,2023-10-20,5.94705882352941,1.60060348583783,0.0456858323529412,0.0283850412734322,17,2
"A",10,2023-10-27,4.89102564102564,1.18345585704232,0.0265471570512821,0.0123048187726046,19.5,2
"A",10,2023-11-03,5.39264705882353,1.54903110559815,0.0344643389705882,0.0162404305951836,17,2
"A",10,2023-11-10,4.67738095238095,1.25825957351081,0.0244119470238095,0.0134436465398681,21,2
"A",10,2023-11-17,4.41704545454545,1.39705943981275,0.0225106221590909,0.0139779235636963,22,2
"A",10,2023-11-24,4.03333333333333,0.947202714552772,0.0170049833333333,0.00683707435317816,24,2
"A",10,2023-12-01,3.896875,0.959545191058874,0.0162627182291667,0.00570869135504108,24,2
"A",10,2023-12-08,4.10857142857143,1.20695362795818,0.0196130342857143,0.01102673853945,17.5,2
"A",10,2023-12-15,3.90277777777778,1.0488051178717,0.0171999652777778,0.00908688611482086,18,2
"A",10,2023-12-22,3.65972222222222,0.934120015545583,0.0151370798611111,0.00662298191065674,18,2
"A",10,2023-12-29,3.94583333333333,0.847687409168009,0.0164809118055556,0.00675785658917373,18,2
"A",10,2024-01-05,3.75,0.834806210117476,0.0152379833333333,0.00558928171979319,18,2
"A",10,2024-01-12,3.66388888888889,0.895104928235154,0.0151768944444444,0.0054050914591149,18,2
"A",10,2024-01-19,3.63529411764706,0.803678985792018,0.0143650294117647,0.00386890484252949,17,2
"A",10,2024-01-26,3.325,0.79030978245167,0.0131725169117647,0.00244317834731108,17,2
"A",10,2024-02-02,3.40588235294118,0.763902461723496,0.0133875088235294,0.00269108777236198,17,2
"A",10,2024-02-09,3.60294117647059,0.768982772206786,0.0144432691176471,0.00467714763102348,17,2
"A",11,2023-10-06,6.2625,1.83106507142009,0.0550861076388889,0.0328306442688854,12,3
"A",11,2023-10-13,6.18095238095238,1.73930301720457,0.0538504988095238,0.0374433835792685,14,3
"A",11,2023-10-20,5.51860465116279,1.8389582490803,0.0407718465116279,0.0345194014183197,14.3333333333333,3
"A",11,2023-10-27,5.02021276595745,1.64340191271551,0.0324224058510638,0.0272985866776547,15.6666666666667,3
"A",11,2023-11-03,4.91847826086957,1.53113685751643,0.0290464657608696,0.0216939500509783,15.3333333333333,3
"A",11,2023-11-10,4.34907407407407,1.03278005822506,0.0197724162037037,0.00829992771088257,18,3
"A",11,2023-11-17,4.28482142857143,1.01157355091266,0.0193506049107143,0.00839033963087016,18.6666666666667,3
"A",11,2023-11-24,4.33333333333333,1.05441899168665,0.0197663263157895,0.0102714206180721,19,3
"A",11,2023-12-01,4.08771929824561,0.954276851804427,0.0172653122807018,0.00574302854920549,19,3
"A",11,2023-12-08,4.04487179487179,0.988721782186861,0.0170756621794872,0.00697333085784614,13,3
"A",11,2023-12-15,4.02631578947368,0.92077770332875,0.0169425907894737,0.00686546608244013,12.6666666666667,3
"A",11,2023-12-22,3.95526315789474,0.82419977138913,0.016273125,0.00579945849577262,12.6666666666667,3
"A",11,2023-12-29,4.01153846153846,0.858567331161547,0.0167545070512821,0.00602485593085818,13,3
"A",11,2024-01-05,3.88589743589744,0.832415411868027,0.0160209519230769,0.00579710171281562,13,3
"A",11,2024-01-12,3.67692307692308,0.764627585596638,0.0142233012820513,0.00340734866163401,13,3
"A",11,2024-01-19,3.57222222222222,0.879375934642741,0.0146582652777778,0.00426824097213644,12,3
"A",11,2024-01-26,3.74864864864865,0.951457892624001,0.0158929162162162,0.00545295342601214,12.3333333333333,3
"A",11,2024-02-02,3.71666666666667,0.955488224144533,0.0152286430555556,0.00499931085628528,12,3
"A",11,2024-02-09,3.6375,0.886905920983763,0.0148127840277778,0.00464574325793498,12,3
"A",12,2023-10-06,7.47222222222222,2.45352397058065,0.097469875,0.0664316173506246,13.5,2
"A",12,2023-10-13,7.802,2.50407749113973,0.104956739,0.0766881452617773,12.5,2
"A",12,2023-10-20,7.254,2.47668392519234,0.086522371,0.0676375056593202,12.5,2
"A",12,2023-10-27,5.75,2.70679781032217,0.0507894267241379,0.0658135830980303,14.5,2
"A",12,2023-11-03,5.45394736842105,1.88555496972633,0.042071665131579,0.0517970188310352,19,2
"A",12,2023-11-10,5.37439024390244,1.81861505952152,0.0389162030487805,0.0367849958876243,20.5,2
"A",12,2023-11-17,5.13863636363636,1.83606474594611,0.0346552431818182,0.036975561647012,22,2
"A",12,2023-11-24,4.99883720930233,1.87914211878697,0.0327162145348837,0.0360725810628692,21.5,2
"A",12,2023-12-01,5.04090909090909,1.53567809453393,0.0312514204545455,0.0294751064303635,22,2
"A",12,2023-12-08,5.00657894736842,1.65080469479308,0.0321797598684211,0.0317988887064233,19,2
"A",12,2023-12-15,4.74078947368421,1.33338442884553,0.0270169611842105,0.0250106643016113,19,2
"A",12,2023-12-22,4.36923076923077,1.38247920463519,0.0224098512820513,0.0152160132815576,19.5,2
"A",12,2023-12-29,4.70394736842105,1.29907051791899,0.0257857532894737,0.0196416511940611,19,2
"A",12,2024-01-05,4.60526315789474,1.52585667626132,0.0257774513157895,0.0229039658956645,19,2
"A",12,2024-01-12,4.57631578947368,1.29531138300695,0.0241171105263158,0.0173379615988188,19,2
"A",12,2024-01-19,4.54473684210526,1.34782736153086,0.0236700342105263,0.0169330176390728,19,2
"A",12,2024-01-26,4.36447368421053,1.45599486696608,0.0228542230263158,0.0183702755652969,19,2
"A",12,2024-02-02,4.12972972972973,1.32030815516056,0.02061525,0.0147945266336455,18.5,2
"A",12,2024-02-09,4.13421052631579,1.2152972345978,0.0201705842105263,0.0139053641192697,19,2
"A",13,2023-10-06,8.19047619047619,3.30364244830589,0.123483711904762,0.103710427989555,10.5,2
"A",13,2023-10-13,7.71458333333333,3.23741357123332,0.113343784375,0.119814980022553,12,2
"A",13,2023-10-20,6.57884615384615,2.7497833453666,0.0740840317307692,0.0817059431788075,13,2
"A",13,2023-10-27,5.70806451612903,2.42982144571664,0.0484388201612903,0.0555312595477356,15.5,2
"A",13,2023-11-03,5.94558823529412,1.89417282569223,0.0482306610294118,0.0328947625806786,17,2
"A",13,2023-11-10,5.45921052631579,1.56785863576867,0.0375699861842105,0.0260329624102431,19,2
"A",13,2023-11-17,5.49605263157895,2.04205391959329,0.0400991782894737,0.0295409525703818,19,2
"A",13,2023-11-24,5.37435897435897,1.72539744319862,0.0371835397435897,0.0296177577801073,19.5,2
"A",13,2023-12-01,4.92613636363636,1.59543128735946,0.03039636875,0.0220722202428959,22,2
"A",13,2023-12-08,5.1375,1.66049934191981,0.03257079375,0.0218481290763677,8,2
"A",13,2023-12-15,5.121875,1.66902219297562,0.0324815140625,0.0229626808584367,8,2
"A",13,2023-12-22,4.55666666666667,1.51445525277034,0.0258427216666667,0.0193625631903282,7.5,2
"A",13,2023-12-29,4.465625,1.30151509106044,0.0228096578125,0.0163950931226204,8,2
"A",13,2024-01-05,4.1325,0.901106869213408,0.01809863125,0.00623615561814136,10,2
"A",13,2024-01-12,4.09473684210526,1.08402337872991,0.0186502105263158,0.00749087341288975,9.5,2
"A",13,2024-01-19,4.20526315789474,1.15780485879029,0.0200953789473684,0.00973920205369652,9.5,2
"A",13,2024-01-26,3.8725,0.935068213609341,0.01652143625,0.00556516126757439,10,2
"A",13,2024-02-02,3.86,1.0772234013473,0.0174241325,0.0081466211705258,10,2
"A",13,2024-02-09,3.895,1.02979958219412,0.0170254125,0.00652929574220006,10,2
"A",14,2023-10-06,6.49791666666667,2.69931684014841,0.0754573458333333,0.0645027218393401,16,3
"A",14,2023-10-13,7.00416666666667,3.06209136192438,0.0883471,0.0678408760310435,16,3
"A",14,2023-10-20,5.71904761904762,2.28198010885049,0.0517516095238095,0.0381345967551812,21,1
"A",14,2023-10-27,5.21785714285714,1.90656195424383,0.0370857172619048,0.0238899359834155,21,2
"A",14,2023-11-03,5.0202380952381,1.89938352471347,0.0346432601190476,0.0252365880113698,21,2
"A",14,2023-11-10,4.91777777777778,1.50717965480568,0.0296557555555556,0.0171073309458163,22.5,2
"A",14,2023-11-17,4.81022727272727,1.38531209585631,0.0273118721590909,0.0155995993977067,22,2
"A",14,2023-11-24,4.37738095238095,1.41628660826164,0.0231377970238095,0.0116790768770014,21,2
"A",14,2023-12-01,4.48875,1.19195549891445,0.022951953125,0.0124426141242315,20,2
"A",14,2023-12-08,4.5,1.36740481144661,0.02465526,0.0194025105144685,12.5,2
"A",14,2023-12-15,4.053125,1.48127764708104,0.0216838296875,0.0157943139363539,8,2
"A",14,2023-12-22,3.953125,1.22131192681503,0.0192683859375,0.0106691155341089,8,2
"A",14,2023-12-29,4.1125,1.2328173869951,0.02005813125,0.010185740415435,8,2
"A",14,2024-01-05,3.83125,1.26745787625669,0.0188941385416667,0.00993750941788719,8,3
"A",14,2024-01-12,3.8375,1.26904638347235,0.01886668125,0.0100999591912441,8,3
"A",14,2024-01-19,3.9304347826087,1.16387658093639,0.0182373173913044,0.00914663328776332,7.66666666666667,3
"A",14,2024-01-26,3.85208333333333,1.73020593822021,0.022449609375,0.0168960275218052,8,3
"A",14,2024-02-02,3.56111111111111,0.862951640934297,0.0145741657407407,0.00474481095339114,9,3
"A",14,2024-02-09,3.64074074074074,1.00386395352,0.0151857981481482,0.00505535568000815,9,3
"A",15,2023-10-06,7.81621621621622,2.85920896364985,0.111010704054054,0.0888090949544107,12.3333333333333,3
"A",15,2023-10-13,7.35921052631579,2.16765173288693,0.0871825980263158,0.0521793183635002,12.6666666666667,3
"A",15,2023-10-20,7.295,2.21518922242305,0.08713821125,0.0598292056254315,13.3333333333333,3
"A",15,2023-10-27,6.385,1.98858132753039,0.057698495,0.0299445556494101,13.3333333333333,3
"A",15,2023-11-03,5.61296296296296,1.63701875100403,0.0407316185185185,0.026946212759033,18,3
"A",15,2023-11-10,5.27410714285714,2.05346314973897,0.0383590308035714,0.0332219843214143,18.6666666666667,3
"A",15,2023-11-17,5.08189655172414,1.58238120718668,0.0323385650862069,0.0214531432511423,19.3333333333333,3
"A",15,2023-11-24,4.82131147540984,1.23751480553439,0.0265195975409836,0.0142687966511171,20.3333333333333,3
"A",15,2023-12-01,4.82377049180328,1.15236395756389,0.026116312704918,0.0139860211515363,20.3333333333333,3
"A",15,2023-12-08,4.72065217391304,1.34862877397571,0.0257215038043478,0.0159272427558832,15.3333333333333,3
"A",15,2023-12-15,4.38333333333333,1.15100942439037,0.0209267916666667,0.00706334828711117,8,3
"A",15,2023-12-22,4.34038461538462,1.3002653749327,0.0216298259615385,0.0065110102523974,8.66666666666667,3
